Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
PNQI,Invesco NASDAQ Internet ETF,Equity,"$540,861,000.00",-36.59%,"26,434",$136.64,4.26%,No,False,6.77%,-2.24%,-42.67%,6.43%,30.05%,"-$51,710,770.00",$0.00,"$20,445,940.00","-$50,601,680.00","$8,405,840.00","$56,991,240.00",Large Cap Growth Equities,2008-06-12,0.60%,N/A,$0.00,2017-12-18,$0.03,0.00%,58.95,1.05,84,63.83%,40%,20%,1099,$119.71,$136.85,$132.69,$138.74,48.56,B,B,A,B,C,A-,5.68,16.57%,30.47%,15.08,0.25%,2.92%
HEWJ,iShares Currency Hedged MSCI Japan ETF,Equity,"$540,296,000.00",-1.54%,"276,971",$39.03,0.72%,No,False,2.63%,3.06%,2.93%,42.95%,45.38%,"-$161,823,235.00","$1,914,225.00","$21,996,495.00","$82,480,195.00","$102,362,875.00","-$612,229,220.00",Japan Equities,2014-01-31,0.50%,N/A,$0.41,2021-07-02,$0.29,1.02%,17.18,0.68,2,100.00%,40%,20%,1099,$36.44,$38.89,$38.74,$39.18,57.67,A,C+,N/A,B-,B+,N/A,8.69,72.05%,84.42%,79.9,7.06%,8.15%
GII,SPDR S&P Global Infrastructure ETF,Equity,"$536,502,000.00",8.87%,"50,372",$58.33,1.11%,No,False,1.11%,5.22%,11.88%,25.36%,33.02%,"$42,544,358.60","$8,743,886.05","$19,762,685.80","$74,441,275.60","$168,977,527.35","$340,114,576.20",Utilities Equities,2007-01-25,0.40%,Charles Schwab,$1.24,2021-06-01,$0.46,2.26%,19.09,0.83,79,39.26%,40%,20%,1099,$53.57,$58.72,$57.71,$58.67,60.37,B-,A-,B,B+,C+,A-,7.78,40.09%,64.93%,952.16,29.43%,4.24%
KOKU,Xtrackers MSCI Kokusai Equity ETF,Equity,"$536,300,000.00",-11.65%,"20,866",$76.63,1.98%,No,False,2.87%,1.71%,-2.97%,N/A,N/A,"$202,525,390.00",$0.00,$0.00,"-$216,169,210.00","$344,384,090.00","$344,384,090.00",Large Cap Growth Equities,2020-04-08,0.09%,N/A,$1.42,2021-09-17,$0.36,1.64%,24.84,1.10,1282,18.53%,40%,20%,1099,$70.30,$76.76,$76.63,$76.63,52.16,N/A,N/A,N/A,N/A,N/A,N/A,8.33,59.84%,77.63%,143.78,7.74%,5.98%
ROM,ProShares Ultra Technology,Equity,"$536,125,000.00",-42.25%,"190,405",$36.77,5.78%,No,2x,11.26%,-0.94%,-11.89%,189.69%,323.20%,"-$139,177,757.50",$0.00,"-$11,344,220.00","-$66,979,795.00","$1,452,138,410.62","$1,438,209,410.62",Leveraged Equities,2007-01-30,0.95%,N/A,$0.00,2020-03-25,$0.14,0.00%,0.00,2.23,178,70.43%,40%,20%,1099,$29.55,$37.58,$34.94,$37.69,49.29,B,C,B,B+,N/A,N/A,8.33,90.00%,77.71%,19.04,0.00%,5.13%
METV,Roundhill Ball Metaverse ETF,Equity,"$534,888,000.00",-38.34%,"615,175",$9.36,4.93%,No,False,6.48%,-2.50%,N/A,N/A,N/A,"$5,629,640.00",$0.00,"-$29,334,527.50","$5,629,640.00","$5,629,640.00","$5,629,640.00",Technology Equities,2021-06-30,0.59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,56.13%,40%,20%,1099,$8.20,$9.51,$9.03,$9.53,47.59,N/A,N/A,N/A,N/A,N/A,N/A,6.43,43.93%,40.12%,25.69,0.00%,5.77%
JPUS,JPMorgan Diversified Return US Equity ETF,Equity,"$531,643,000.00",-4.04%,"42,265",$101.41,1.08%,No,False,1.27%,2.26%,5.85%,53.02%,71.28%,"-$133,692,000.00",$0.00,"-$29,246,000.00","-$175,049,000.00","-$312,353,000.00","$89,829,652.37",Large Cap Blend Equities,2015-09-29,0.18%,N/A,$1.56,2021-09-21,$0.41,1.51%,16.98,1.00,371,5.06%,40%,20%,1099,$94.97,$102.07,$100.11,$102.06,52.77,C,B+,N/A,N/A,C+,N/A,7.56,31.21%,59.86%,445.82,9.18%,7.70%
KBA,KraneShares Bosera MSCI China A 50 Connect Index ETF,Equity,"$531,608,000.00",-19.30%,"174,198",$35.04,2.25%,No,False,5.42%,3.49%,-21.36%,34.68%,35.78%,"-$78,037,986.64","-$15,872.76","-$53,294.48","-$121,058,971.36","-$196,761,332.22","$397,865,348.38",China Equities,2014-03-05,0.56%,N/A,$0.30,2020-12-29,$0.30,0.64%,16.09,0.59,51,45.86%,40%,20%,1099,$31.81,$34.85,$34.64,$35.28,53.25,B,C,A,C+,C,N/A,2.61,10.46%,3.82%,372.77,12.47%,18.03%
EMCR,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,Equity,"$530,774,000.00",-10.12%,"85,246",$29.12,1.96%,No,False,4.14%,0.32%,-14.30%,23.04%,N/A,"$164,805,250.00","-$8,337,000.00","-$137,459,750.00","$634,605,400.00","$634,605,400.00","$634,605,400.00",Emerging Markets Equities,2018-12-06,0.15%,N/A,$0.64,2021-06-25,$0.35,1.88%,0.00,0.84,1116,27.10%,40%,20%,1099,$26.42,$28.91,$29.09,$29.13,53.79,C,C+,B-,C,C+,B,6.29,58.65%,38.42%,182.74,1.07%,6.56%
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,Equity,"$527,865,000.00",-9.92%,"5,352",$42.85,1.76%,No,False,1.80%,2.78%,-10.67%,N/A,N/A,"$13,240,792.50",$0.00,$0.00,"-$4,536,877.50","-$4,536,877.50","-$4,536,877.50",N/A,2021-04-08,0.20%,N/A,$0.31,2021-06-10,$0.31,0.63%,20.57,1.01,388,14.70%,40%,20%,1099,$39.07,$43.12,$42.85,$42.85,54.31,N/A,N/A,N/A,N/A,N/A,N/A,9.72,95.51%,96.24%,108.37,10.28%,7.94%
FMAT,Fidelity MSCI Materials Index ETF,Equity,"$525,413,000.00",-2.16%,"121,894",$49.05,2.68%,No,False,2.47%,2.98%,1.35%,76.39%,73.74%,"$29,337,035.00","-$4,787,110.00","-$27,658,680.00","-$49,371,370.00","$259,133,015.00","$224,943,155.00",Materials,2013-10-21,0.08%,Fidelity,$0.71,2021-09-17,$0.20,1.42%,19.85,1.14,119,47.79%,40%,20%,1099,$44.71,$48.99,$48.37,$49.40,55.32,N/A,A,N/A,N/A,N/A,N/A,8.32,72.41%,77.39%,711.83,4.37%,4.68%
DBEU,Xtrackers MSCI Europe Hedged Equity ETF,Equity,"$522,268,000.00",-5.09%,"121,711",$34.53,1.38%,No,False,1.50%,1.83%,2.41%,31.27%,37.83%,"-$39,324,950.00",$0.00,$0.00,"-$40,788,200.00","-$429,323,300.00","-$2,317,081,150.00",Europe Equities,2013-10-01,0.46%,N/A,$0.90,2021-06-25,$0.57,2.49%,21.31,0.76,435,22.16%,40%,20%,1099,$32.41,$34.64,$34.26,$34.66,55.19,A-,A-,A,A-,A,A,8.93,45.09%,88.33%,121.88,12.50%,7.22%
FVAL,Fidelity Value Factor ETF,Equity,"$510,998,000.00",-7.02%,"77,778",$48.28,1.03%,No,False,2.31%,2.31%,2.18%,59.85%,82.47%,"$99,765,125.00","$4,775,680.00","$242,845.00","$125,444,550.00","$294,317,720.00","$380,298,070.00",Large Cap Blend Equities,2016-09-12,0.29%,N/A,$0.65,2021-09-17,$0.20,1.28%,14.95,1.10,126,29.53%,40%,20%,1099,$44.59,$48.58,$47.62,$48.63,52.36,N/A,N/A,N/A,N/A,N/A,N/A,7.99,60.30%,69.96%,178.17,7.15%,4.95%
KNG,FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,Equity,"$507,125,000.00",-6.34%,"58,917",$53.09,1.22%,No,False,0.80%,-0.51%,0.65%,46.89%,N/A,"$165,603,350.00","$2,634,450.00","$36,533,350.00","$352,153,600.00","$477,243,050.00","$509,234,010.00",Large Cap Blend Equities,2018-03-26,0.75%,N/A,$1.93,2021-09-23,$0.49,3.43%,24.37,0.92,66,17.72%,40%,20%,1099,$50.60,$54.02,N/A,N/A,50.14,N/A,N/A,N/A,N/A,N/A,N/A,7.59,31.09%,60.56%,179.27,4.76%,7.79%
IMCV,iShares Morningstar Mid-Cap ETF,Equity,"$504,419,000.00",-1.34%,"30,529",$67.03,0.92%,No,False,1.21%,2.34%,2.85%,46.70%,52.73%,"$30,490,985.00",$0.00,"-$24,015.00","$28,922,375.00","-$349,227,511.19","-$287,721,296.19",Mid Cap Value Equities,2004-06-28,0.06%,N/A,$1.73,2021-09-24,$0.36,2.54%,23.26,1.17,383,9.72%,40%,20%,1099,$62.18,$67.68,N/A,N/A,53.02,N/A,N/A,N/A,N/A,N/A,N/A,7.72,93.03%,63.52%,423.37,7.76%,5.71%
IDRV,iShares Self-driving EV & Tech ETF,Equity,"$503,862,000.00",-20.43%,"84,443",$43.15,3.06%,No,False,5.37%,5.24%,-10.53%,104.15%,N/A,"$31,133,720.00",$0.00,$0.00,"$212,795,600.00","$540,136,480.00","$540,136,480.00",Large Cap Blend Equities,2019-04-16,0.47%,N/A,$0.32,2021-06-10,$0.20,0.58%,27.98,1.32,130,41.04%,40%,20%,1099,$38.12,$42.63,$42.41,$43.52,54.56,N/A,N/A,N/A,N/A,N/A,N/A,7.43,44.28%,56.76%,64.48,0.03%,6.93%
PDN,Invesco FTSE RAFI Developed Markets ex-U.S. Small-Mid ETF,Equity,"$503,812,000.00",-9.80%,"128,572",$32.98,1.73%,No,False,2.04%,2.49%,-13.98%,24.03%,18.85%,"$79,331,200.00","$4,825,350.00","-$7,184,750.00","$165,478,000.00","$168,935,550.00","$306,207,000.00",Foreign Small & Mid Cap Equities,2007-09-27,0.49%,N/A,$0.70,2021-09-20,$0.17,1.83%,22.93,0.94,1509,1.91%,40%,20%,1099,$30.13,$33.08,$32.67,$33.14,54.16,B+,B,B+,B+,B-,A,6.15,17.95%,36.74%,199.34,4.51%,9.24%
BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,Equity,"$501,551,000.00",-13.95%,"31,845",$56.55,1.93%,No,False,3.06%,2.52%,-14.43%,N/A,N/A,"$147,706,750.00",$0.00,$0.00,"$159,171,500.00","$549,321,500.00","$549,321,500.00",Small Cap Blend Equities,2020-11-16,0.09%,N/A,$0.44,2021-09-21,$0.19,0.63%,0.00,1.48,924,6.36%,40%,20%,1099,$50.89,$56.89,$56.55,$56.55,52.36,N/A,N/A,N/A,N/A,N/A,N/A,5.24,19.90%,26.81%,164.41,2.70%,7.58%
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,Equity,"$501,134,000.00",-13.34%,"99,423",$37.41,2.61%,No,False,3.95%,4.38%,-8.93%,46.46%,55.96%,"$128,700,860.00","-$3,566,830.00","-$17,513,050.00","$183,210,140.00","$413,391,410.00","$431,418,480.00",Foreign Large Cap Equities,2006-06-16,0.58%,2 Platforms,$0.92,2021-09-24,$0.24,2.15%,16.51,0.82,270,45.84%,40%,20%,1099,$32.81,$37.31,$36.98,$37.64,56.01,B,B-,C+,B-,B,B+,7.72,11.18%,63.58%,173.82,13.75%,8.89%
ECH,iShares MSCI Chile ETF,Equity,"$500,223,000.00",33.48%,"500,063",$30.82,3.35%,No,False,2.94%,21.39%,6.89%,-12.15%,-19.10%,"-$34,949,710.00","$4,557,990.00","-$4,942,795.00","$83,806,795.00","$294,499,785.00","$204,916,485.00",Foreign Large Cap Equities,2007-11-12,0.57%,N/A,$0.64,2021-06-10,$0.50,2.34%,17.26,0.97,27,68.72%,40%,20%,1099,$23.73,$31.48,$30.26,$31.13,65.50,A-,B,C,A-,C,B-,6.83,92.86%,45.50%,374.39,5.73%,12.01%
RING,iShares MSCI Global Gold Miners ETF,Equity,"$496,157,000.00",-0.74%,"154,031",$26.77,3.96%,No,False,2.37%,-5.37%,-17.80%,64.28%,54.90%,"$13,506,620.00","-$9,176,370.00","-$5,023,335.00","$46,582,035.00","$243,748,030.00","$155,808,370.00",Materials,2012-01-31,0.39%,Fidelity,$0.46,2021-06-10,$0.31,1.58%,13.58,0.71,40,77.82%,40%,20%,1099,$24.23,$27.72,$26.25,$27.11,46.78,A-,A,C,C+,B-,B+,8.21,75.89%,74.98%,414.23,0.00%,0.00%
GCOW,Pacer Global Cash Cows Dividend ETF,Equity,"$495,921,000.00",11.01%,"187,157",$34.67,0.87%,No,False,0.35%,5.73%,12.39%,36.84%,42.34%,"$338,228,330.00","$24,067,200.00","$121,973,620.00","$335,790,680.00","$279,483,575.00","$403,342,075.00",Large Cap Value Equities,2016-02-23,0.60%,N/A,$1.34,2021-09-23,$0.61,4.38%,16.59,0.93,101,23.54%,40%,20%,1099,$32.03,$35.09,N/A,N/A,59.52,N/A,N/A,N/A,N/A,N/A,N/A,8.69,52.88%,84.52%,328.15,18.76%,5.05%
PPH,VanEck Pharmaceutical ETF,Equity,"$493,899,000.00",3.14%,"136,620",$78.94,0.56%,No,False,-0.95%,1.79%,12.31%,52.17%,48.75%,"$121,965,405.00","$19,667,525.00","$74,744,890.00","$232,618,010.00","$242,341,264.45","$113,108,454.65",Health & Biotech Equities,2000-02-01,0.35%,N/A,$1.25,2021-10-01,$0.34,1.63%,20.44,0.87,25,52.48%,40%,20%,1099,$74.54,$80.45,$77.87,$79.51,52.44,A-,A-,C+,A+,A,C,7.03,64.65%,49.10%,24.6,0.00%,15.61%
EWP,iShares MSCI Spain ETF,Equity,"$491,007,000.00",-0.34%,"1,053,118",$26.18,1.43%,No,False,-0.83%,6.55%,-11.81%,2.37%,-8.42%,"-$52,986,105.00",$0.00,"-$7,818,592.50","$50,111,655.00","-$177,356,175.00","-$588,963,112.50",Europe Equities,1996-03-12,0.50%,TD Ameritrade,$0.91,2021-06-10,$0.43,3.25%,18.94,0.95,22,74.22%,40%,20%,1099,$23.09,$26.88,$25.91,$26.32,57.27,A,B,C,C,A-,C+,9.76,91.82%,96.51%,164.08,24.92%,4.53%
VIOG,Vanguard S&P Small-Cap 600 Growth ETF,Equity,"$488,243,000.00",-15.50%,"10,065",$201.81,2.44%,No,False,3.59%,3.35%,-10.35%,41.26%,59.78%,"-$20,974,500.00",$0.00,"-$4,880,750.00","-$3,356,250.00","$1,024,000.00","$138,196,750.00",Small Cap Growth Equities,2010-09-07,0.16%,Vanguard,$1.70,2021-09-29,$0.70,0.69%,20.00,1.18,334,11.49%,40%,20%,1099,$181.42,$201.22,$198.71,$203.37,53.10,B,A-,A,A-,B+,B,5.26,20.97%,26.98%,126.77,2.98%,7.05%
YINN,Direxion Daily FTSE China Bull 3X Shares,Equity,"$484,434,000.00",-46.79%,"1,123,468",$88.42,9.01%,No,3x,17.27%,9.70%,-77.44%,-74.42%,-79.80%,"-$178,562,552.68","-$433,390,302.68","-$411,694,102.68","$198,077,297.32","$207,723,247.32","$468,926,697.32",Leveraged Equities,2009-12-03,1.42%,N/A,$0.14,2021-06-22,$0.00,1.16%,11.84,2.03,5,100.00%,40%,20%,1099,$56.33,$86.09,$84.20,$90.69,54.32,A-,A-,C,C,N/A,N/A,6.18,32.86%,37.13%,139.46,0.60%,2.20%
JHMD,John Hancock Multifactor Developed International ETF,Equity,"$484,138,000.00",-9.50%,"37,151",$30.49,1.94%,No,False,1.03%,2.97%,-9.75%,21.44%,21.07%,"$6,183,830.00",$0.00,$0.00,"$73,906,050.00","-$48,768,680.00","$388,907,520.00",Foreign Large Cap Equities,2016-12-15,0.39%,N/A,$0.92,2021-06-25,$0.57,2.67%,15.45,0.84,743,10.35%,40%,20%,1099,$28.07,$30.69,$30.24,$30.63,53.94,N/A,N/A,N/A,N/A,N/A,N/A,9.01,67.40%,89.64%,186.16,12.76%,6.83%
RYF,Invesco S&P 500® Equal Weight Financials ETF,Equity,"$483,590,000.00",-8.01%,"77,275",$58.97,1.55%,No,False,1.39%,2.50%,-4.06%,53.26%,72.38%,"$41,411,250.00",$0.00,"-$28,920.00","$79,283,220.00","$169,763,950.00","$156,907,000.00",Financials Equities,2006-11-01,0.40%,Charles Schwab,$0.97,2021-09-20,$0.26,1.48%,14.47,1.21,68,16.83%,40%,20%,1099,$53.89,$59.52,N/A,N/A,51.06,B+,B+,B+,A-,B,B+,7.65,43.75%,61.91%,9.56,1.56%,0.55%
NUGT,Direxion Daily Gold Miners Index Bull 2x Shares,Equity,"$482,740,000.00",1.58%,"2,998,577",$51.95,8.73%,No,2x,5.85%,-10.86%,-34.65%,-38.75%,-68.35%,"-$299,279,950.00",$0.00,"-$3,327,000.00","-$138,284,300.00","-$1,131,364,838.99","-$788,406,139.03",Leveraged Equities,2010-12-08,1.14%,N/A,$0.00,2019-12-23,$0.14,0.00%,16.85,2.07,5,100.00%,40%,20%,1099,$41.74,$55.55,$49.87,$53.21,46.43,A,C,C,C,N/A,N/A,7.17,57.14%,51.32%,345.61,0.00%,0.00%
SPD,Simplify US Equity PLUS Downside Convexity ETF,Equity,"$481,866,000.00",-12.59%,"192,915",$29.04,1.72%,No,False,2.33%,0.28%,-1.63%,N/A,N/A,"$80,063,075.00","$8,534,850.00","$45,456,400.00","$294,219,170.00","$492,119,070.00","$492,119,070.00",Large Cap Blend Equities,2020-09-03,0.28%,N/A,$0.31,2021-09-27,$0.07,0.95%,0.00,0.96,3,100.00%,40%,20%,1099,$27.64,$29.07,$28.61,$29.25,49.86,N/A,N/A,N/A,N/A,N/A,N/A,7.96,74.07%,69.30%,150.12,6.56%,5.32%
EIDO,iShares MSCI Indonesia ETF,Equity,"$481,370,000.00",8.32%,"1,006,023",$24.88,0.08%,No,False,3.88%,-1.35%,12.96%,3.24%,0.49%,"$96,083,490.00","$14,870,340.00","-$9,867,345.00","$112,502,885.00","$77,201,220.00","$76,595,605.00",Asia Pacific Equities,2010-05-05,0.59%,N/A,$0.31,2021-06-10,$0.14,1.31%,23.48,1.04,74,65.17%,40%,20%,1099,$22.63,$25.30,$24.71,$24.97,55.80,A,B+,A,C+,C+,B,4.91,10.15%,23.98%,316.15,0.81%,9.80%
VUSE,Vident Core US Equity Fund,Equity,"$480,985,000.00",-4.78%,"27,469",$44.31,1.37%,No,False,1.86%,4.04%,-0.67%,57.23%,60.36%,"$48,863,430.00",$0.00,"$8,491,770.00","$53,755,310.00","-$125,493,890.00","-$147,399,890.00",All Cap Equities,2014-01-22,0.50%,N/A,$0.47,2021-09-14,$0.01,0.99%,14.82,1.24,232,7.30%,40%,20%,1099,$41.02,$44.65,$43.81,$44.56,53.34,A-,B,B-,B,B,B+,6.35,56.15%,39.17%,188.15,3.62%,4.86%
BKLC,BNY Mellon US Large Cap Core Equity ETF,Equity,"$476,973,000.00",-13.75%,"45,463",$77.06,2.01%,No,False,3.19%,0.89%,-0.92%,N/A,N/A,"$109,684,800.00","$6,086,400.00","$1,311,600.00","$203,665,800.00","$440,425,520.00","$440,425,520.00",Large Cap Growth Equities,2020-04-09,0.00%,N/A,$0.91,2021-10-01,$0.26,1.03%,21.91,1.07,230,31.57%,40%,20%,1099,$70.81,$77.46,$75.78,$77.71,50.79,N/A,N/A,N/A,N/A,N/A,N/A,7.94,54.80%,68.64%,111.29,6.73%,5.48%
MJ,ETFMG Alternative Harvest ETF,Equity,"$472,229,000.00",-34.66%,"1,348,275",$7.24,2.55%,No,False,-4.49%,-11.17%,-66.06%,-74.04%,-71.32%,"-$55,142,060.00",$0.00,"-$18,889,085.00","-$124,565,615.00","$561,168,750.00","$1,840,414,599.50",Small Cap Blend Equities,2015-12-02,0.75%,N/A,$0.24,2021-09-21,$0.06,1.56%,0.00,1.58,42,64.42%,40%,20%,1099,$6.92,$8.12,$7.07,$7.38,40.36,N/A,N/A,N/A,N/A,N/A,N/A,5.75,0.00%,31.16%,87.33,33.78%,3.52%
CSM,Proshares Large Cap Core Plus,Equity,"$471,943,000.00",-9.37%,"20,269",$50.34,1.53%,No,False,3.00%,1.64%,4.66%,57.03%,78.80%,"$2,388,566.00","-$1,998,141.00","-$4,831,221.00","-$19,024,488.00","-$457,141,006.00","-$417,863,656.00",Long-Short,2009-07-14,0.46%,Charles Schwab,$0.87,2021-09-22,$0.18,0.80%,23.04,1.04,313,23.01%,40%,20%,1099,$46.39,$50.58,$49.65,$50.68,52.02,A-,B-,A-,B-,B+,A,7.72,39.47%,63.58%,188.04,5.80%,5.30%
EFIV,SPDR S&P 500 ESG ETF,Equity,"$468,820,000.00",-11.40%,"60,943",$40.00,1.68%,No,False,3.11%,1.65%,3.32%,N/A,N/A,"$81,054,203.88",$0.00,$0.00,"$260,625,859.46","$458,665,661.42","$458,665,661.42",Large Cap Growth Equities,2020-07-27,0.10%,N/A,$0.53,2021-09-17,$0.13,1.20%,21.68,1.03,309,34.94%,40%,20%,1099,$36.77,$40.13,$39.41,$40.29,51.57,N/A,N/A,N/A,N/A,N/A,N/A,8.38,82.87%,78.75%,111.76,1.87%,6.10%
FXD,First Trust Consumer Discretionary AlphaDEX Fund,Equity,"$465,546,000.00",-18.02%,"542,414",$50.79,2.01%,No,False,2.30%,-1.70%,-15.60%,29.86%,42.43%,"-$1,207,388,550.00","-$10,178,250.00","-$67,444,900.00","-$1,150,916,550.00","-$209,747,650.00","-$313,175,250.00",Consumer Discretionary Equities,2007-05-08,0.61%,N/A,$0.27,2021-09-23,$0.14,0.42%,14.21,1.42,124,16.45%,40%,20%,1099,$45.89,$52.02,N/A,N/A,49.87,A,C+,A,B+,B,A-,6.76,50.87%,44.45%,76.74,4.16%,1.27%
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,Equity,"$464,846,000.00",-12.25%,"85,705",$32.67,0.80%,No,False,0.93%,-0.03%,0.08%,N/A,N/A,"$142,637,250.00","$2,427,250.00","$74,500.00","$248,238,250.00","$443,115,360.00","$443,115,360.00",Large Cap Growth Equities,2020-01-17,0.81%,N/A,$0.14,2020-12-24,$0.14,0.40%,26.15,0.78,13,96.09%,40%,20%,1099,$30.85,$33.12,$32.48,$32.80,48.23,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AIVL,WisdomTree U.S. AI Enhanced Value Fund,Equity,"$464,660,000.00",-3.35%,"9,248",$97.48,1.18%,No,False,1.35%,3.16%,-0.13%,34.34%,37.73%,"-$58,799,757.50","-$7,222,687.50","-$12,026,397.50","-$63,750,927.50","-$63,750,927.50","-$63,750,927.50",Large Cap Value Equities,2006-06-16,0.38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104,23.32%,40%,20%,1099,$91.37,$97.74,$96.19,$98.19,54.00,N/A,N/A,N/A,N/A,N/A,N/A,7.29,19.76%,53.79%,285.63,9.01%,3.12%
SPGM,SPDR Portfolio MSCI Global Stock Market ETF,Equity,"$463,550,000.00",-11.32%,"51,208",$50.75,1.99%,No,False,2.71%,1.63%,-5.99%,43.57%,57.74%,"-$135,982,943.50",$0.00,"$9,663,134.40","-$66,068,397.90","$194,546,989.80","$259,325,747.00",Global Equities,2012-02-27,0.09%,N/A,$0.88,2021-06-01,$0.43,1.50%,17.33,0.93,2425,14.02%,40%,20%,1099,$46.80,$50.70,$50.08,$51.09,52.39,N/A,N/A,N/A,N/A,N/A,N/A,7.8,35.49%,65.42%,150.31,6.73%,5.82%
KIE,SPDR S&P Insurance ETF,Equity,"$460,237,000.00",-0.23%,"1,165,245",$40.13,1.13%,No,False,1.42%,3.03%,2.58%,31.34%,51.36%,"$12,012,819.50","-$14,592,829.95","$4,149,205.35","-$10,246,702.85","-$380,236,534.15","-$510,449,808.60",Financials Equities,2005-11-08,0.35%,N/A,$0.77,2021-09-20,$0.19,1.88%,12.05,0.97,53,23.41%,40%,20%,1099,$37.55,$40.35,N/A,N/A,52.63,A-,B+,A-,A,B,B,5.44,16.45%,28.37%,2.98,0.00%,0.00%
SPXS,Direxion Daily S&P 500 Bear 3X Shares,Equity,"$459,877,000.00",26.37%,"22,922,060",$20.70,-5.65%,Yes,-3x,-8.93%,-8.12%,-19.83%,-90.74%,-94.86%,"-$19,780,100.00","$3,502,300.00","$5,993,000.00","$125,652,400.00","$1,673,073,433.79","$1,891,339,083.88",Leveraged Equities,2008-11-05,1.01%,N/A,$0.00,2020-03-24,$0.02,0.00%,0.00,-2.36,6,100.01%,40%,20%,1099,$20.61,$26.76,$20.14,$21.81,46.03,A,B+,B+,B-,N/A,N/A,5.83,31.67%,32.69%,1.5,0.00%,0.00%
RWM,ProShares Short Russell2000,Equity,"$455,510,000.00",13.32%,"3,721,768",$23.65,-2.35%,Yes,-1x,-3.31%,-3.03%,11.93%,-44.00%,-48.38%,"$180,130,070.38","-$18,430.00","$32,789,684.34","$147,659,329.10","$341,210,289.10","$370,331,289.10",Inverse Equities,2007-01-23,0.95%,N/A,$0.00,2020-03-25,$0.05,0.00%,0.00,-1.15,9,100.00%,40%,20%,1099,$23.65,$26.31,$23.45,$24.05,46.56,A-,B-,B-,A-,N/A,N/A,5.81,23.33%,32.44%,0.0,0.00%,0.00%
CAPE,DoubleLine Shiller CAPE U.S. Equities ETF,Equity,"$451,814,000.00",N/A,N/A,$23.26,2.15%,No,False,3.38%,-1.37%,N/A,N/A,N/A,"-$16,130,171.01",$0.00,$0.00,"$30,543,703.92","$168,508,181.94","$231,110,110.07",Global Equities,2022-03-31,0.45%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.02,N/A,N/A,40%,20%,1099,$21.11,$23.45,$22.88,$23.45,49.76,B-,B-,A,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TMFG,Motley Fool Global Opportunities ETF,Equity,"$446,499,000.00",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"-$50,942,158.04","-$3,120,820.00","-$10,166,705.00","-$51,012,735.40","-$51,012,735.40","-$51,012,735.40",N/A,2021-12-10,0.85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,42.86%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,6.92,12.58%,47.10%,95.96,3.86%,3.81%
PMAY,Innovator U.S. Equity Power Buffer ETF - May,Equity,"$442,984,000.00",-5.24%,"206,346",$28.96,1.01%,No,False,1.58%,0.77%,-0.58%,N/A,N/A,"$225,140,690.00","$63,705,002.50","$178,024,905.00","$164,456,000.00","$409,201,569.37","$409,201,569.37",Volatility Hedged Equity,2020-05-01,13.71%,N/A,$0.00,N/A,N/A,0.00%,26.45,0.29,2,100.00%,40%,20%,1099,$27.68,$28.99,$28.71,$29.09,50.56,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FNDB,Schwab Fundamental U.S. Broad Market Index ETF,Equity,"$442,400,000.00",-3.23%,"31,532",$55.96,1.21%,No,False,1.67%,2.89%,2.55%,65.23%,84.51%,"$45,209,500.00","$2,765,000.00","$5,461,000.00","$75,847,500.00","$64,709,519.50","$40,287,322.05",Large Cap Blend Equities,2013-08-08,0.25%,Charles Schwab,$0.88,2021-09-22,$0.24,1.53%,19.72,1.09,1726,18.60%,40%,20%,1099,$52.02,$56.31,N/A,N/A,53.27,B+,B+,B,A,A,A,7.66,35.73%,62.16%,230.7,8.53%,3.92%
